,Tag,Date,Parameter Code,Values,Parameter Description,Units of Measurement,Media,Method,Lat,Long,Type
3057,RR11251,12/8/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3058,RR11252,12/8/04,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3059,48685,2/8/05,535,3,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3060,RR11259,3/16/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3061,RR11260,3/16/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3062,48704,4/28/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3063,RR11266,6/22/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3064,RR11267,6/22/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3065,48731,7/20/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3066,RR11275,9/21/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3067,48756,11/14/05,535,5,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3068,RR11554,12/14/05,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3069,53759,2/13/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3070,RR11609,3/22/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3071,53786,5/31/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3072,RR11620,6/21/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3073,RR11621,6/21/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3074,1000197,7/20/06,535,8,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3075,RR11722,9/13/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3076,RR11723,9/13/06,535,7,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3077,1011389,10/5/06,535,13,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3078,RR11766,12/12/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
3079,RR11767,12/12/06,535,4,"RESIDUE, VOLATILE NONFILTRABLE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4290,Z005093,8/7/79,557,200,"OIL&GREASE,FREON EXTR-GRAV METH,BOT.DEPOS(MG/KG)",MG/KG,Sediment,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4755,15204,7/16/96,593,0.05,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4756,15235,10/8/96,593,0.05,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4757,17691,5/21/97,593,0.154,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4758,18750,7/28/97,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4759,18770,11/4/97,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4760,22604,1/12/98,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4761,22625,3/23/98,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4762,22641,6/4/98,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4763,24491,7/22/98,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4764,24517,11/18/98,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4765,25884,1/13/99,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4766,25915,5/17/99,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4767,27385,8/11/99,593,0.1,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4768,37959,2/13/02,593,0.05,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4769,37982,6/11/02,593,0.05,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4770,38016,11/12/02,593,0.05,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
4771,38019,11/13/02,593,0.05,"NO2 PLUS NO3-N, TOTAL, CALCULATED VALUE (MG/L)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1556,Z005001,10/8/69,610,0.28,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1557,Z005028,1/26/72,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1558,Z005034,9/6/72,610,0.2,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1559,Z005037,12/5/72,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1560,Z005040,3/27/73,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1561,Z005043,6/6/73,610,0.3,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1562,Z005046,9/11/73,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1563,Z005047,10/23/73,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1564,Z005050,2/13/74,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1565,Z005051,4/17/74,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1566,Z005057,11/12/74,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1567,Z005059,1/14/75,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1568,Z005064,6/12/75,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1569,Z005067,9/10/75,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1570,Z005070,12/2/75,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1571,Z005073,3/24/76,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1572,Z005076,6/16/76,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1573,Z005079,9/13/76,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1574,Z005080,11/2/76,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1575,Z005081,1/24/77,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1576,Z005082,5/26/77,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1577,Z005085,3/7/78,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1578,Z005086,5/1/78,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1579,Z005087,7/26/78,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1580,Z005088,10/3/78,610,0.07,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1581,Z005089,1/10/79,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1582,Z005090,6/7/79,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1583,Z005091,7/11/79,610,0.09,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1584,Z005092,8/7/79,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1585,Z005094,9/12/79,610,0.09,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1586,Z005095,10/4/79,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1587,Z005096,11/7/79,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1588,Z005097,12/4/79,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1589,Z005098,1/9/80,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1590,Z005099,2/5/80,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1591,Z005100,3/13/80,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1592,Z005101,4/24/80,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1593,Z005102,8/15/80,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1594,Z005103,12/3/80,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1595,Z005104,2/3/81,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1596,Z005105,5/6/81,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1597,Z005106,8/18/81,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1598,Z005107,10/29/81,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1599,Z005108,2/24/82,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1600,Z005109,4/14/82,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1601,Z005110,8/11/82,610,0.15,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1602,Z005111,11/16/82,610,0.09,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1603,Z005112,2/24/83,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1604,Z005113,5/26/83,610,0.17,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1605,Z005114,8/24/83,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1606,Z005115,11/15/83,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1607,Z005116,2/22/84,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1608,Z005117,5/23/84,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1609,Z005118,8/20/84,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1610,Z005119,11/12/84,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1611,Z005120,2/13/85,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1612,Z005121,5/8/85,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1613,Z005122,8/21/85,610,0.13,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1614,Z005123,11/25/85,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1615,Z005124,2/26/86,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1616,Z005125,4/23/86,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1617,Z005126,7/10/86,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1618,Z005127,11/6/86,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1619,Z005128,2/25/87,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1620,Z005129,5/28/87,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1621,Z005130,8/5/87,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1622,Z005131,11/19/87,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1623,Z005132,1/21/88,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1624,Z005133,5/5/88,610,0.19,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1625,Z005134,8/22/88,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1626,Z005135,12/19/88,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1627,Z005136,6/14/89,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1628,Z005162,7/18/90,610,0.12,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1629,Z005137,7/25/90,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1630,Z005138,8/28/91,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1631,X000203,8/26/92,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1632,3111,8/24/93,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1633,4231,10/28/93,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1634,6505,1/24/94,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1635,6515,4/19/94,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1636,8805,8/10/94,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1637,9039,10/11/94,610,0.11,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1638,9855,2/22/95,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1639,9868,5/11/95,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1640,9890,8/8/95,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1641,9902,11/28/95,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1642,14375,1/24/96,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1643,15190,4/24/96,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1644,15204,7/16/96,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1645,15235,10/8/96,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1646,15247,12/10/96,610,0.01,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1647,17691,5/21/97,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1648,18750,7/28/97,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1649,18770,11/4/97,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1650,RR10050,12/11/97,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1651,22604,1/12/98,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1652,22625,3/23/98,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1653,RR10251,4/22/98,610,0.1,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1654,22641,6/4/98,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1655,24491,7/22/98,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1656,RR10357,10/27/98,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1657,24517,11/18/98,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1658,25884,1/13/99,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1659,25915,5/17/99,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1660,27385,8/11/99,610,0.05,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1661,RR10578,10/11/99,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1662,RR10593,1/10/00,610,0.03,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1663,RR10669,4/10/00,610,0.08,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1664,RR10715,7/10/00,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1665,RR10732,10/9/00,610,0.04,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1666,RR10796,1/9/01,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1667,RR10846,4/3/01,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1668,RR10868,7/10/01,610,0.06,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1669,RR10884,9/18/01,610,0.02,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
1670,RR10944,12/5/01,610,0.04,"NITROGEN, AMMONIA, TOTAL (MG/L AS N)",MG/L,Water,N/A Calculation,30.654296,-95.160931,Water (Wolf Creek)
